Type,Title,eclrow2,Content,eclrow5,Content6,Image
 GENVEX , ECO300 - ZA - H ,Annual Electricity Consumption, 280,Maximum flow rate, 445,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Pluggit GmbH , ASPV2.0 ,Annual Electricity Consumption, 253,Maximum flow rate, 360,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300 - ZA - V - FV - NF ,Annual Electricity Consumption, 280,Maximum flow rate, 445,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO 400XL.270.PL.FV ,Annual Electricity Consumption, 337,Maximum flow rate, 655,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO 400XL.270.PL.NF.FV ,Annual Electricity Consumption, 337,Maximum flow rate, 655,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO 400XL.270.PL.NF ,Annual Electricity Consumption, 337,Maximum flow rate, 655,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO360 ZA ,Annual Electricity Consumption, 273,Maximum flow rate, 460,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300XL - ZA - H -FV - NF ,Annual Electricity Consumption, 389,Maximum flow rate, 540,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300XL - ZA - H - NF ,Annual Electricity Consumption, 389,Maximum flow rate, 540,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO275 - H - ZA ,Annual Electricity Consumption, 253,Maximum flow rate, 445,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300 - ZA - V - FV ,Annual Electricity Consumption, 280,Maximum flow rate, 445,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300 - ZA -V ,Annual Electricity Consumption, 280,Maximum flow rate, 445,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300 - ZA - V - NF ,Annual Electricity Consumption, 280,Maximum flow rate, 445,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO 400XL.270.PL ,Annual Electricity Consumption, 337,Maximum flow rate, 655,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GENVEX , ECO300XL - ZA - H -FV ,Annual Electricity Consumption, 389,Maximum flow rate, 540,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-CF-700-H-L1-F7/M5-C6M-X ,Annual Electricity Consumption," 193,2",Maximum flow rate, 621,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-CF-700-H-L1-M5/M5-C6M-X ,Annual Electricity Consumption," 187,9",Maximum flow rate, 641,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-CF-700-H-R1-F7/M5-C6M-X ,Annual Electricity Consumption," 193,2",Maximum flow rate, 621,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-CF-700-H-R1-M5/M5-C6M-X ,Annual Electricity Consumption," 187,9",Maximum flow rate, 641,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 SWEGON , MURAL PX 1000 FW ,Annual Electricity Consumption, 193,Maximum flow rate, 1 000,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Östberg , HERU 70 K EC -y1 ,Annual Electricity Consumption, 280,Maximum flow rate, 322,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 aerauliqa , QR340A ,Annual Electricity Consumption," 1,8",Maximum flow rate, 300,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-R-700-F-L1-F7/M5-C6M-L/AZ ,Annual Electricity Consumption," 137,6",Maximum flow rate, 669,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-070HLCBE44-ES0C-0A0 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 780,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-070HLCBE44-XS0C-0A0 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 780,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-070HPCBE44-EE1C-0A0 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 780,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-070HPCBE44-ES0C-0A0 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 780,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-070HPCBE44-XS0C-0A0 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 780,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-L1-M5/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 698,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-R1-F7/M5-C6M-L/AZ ,Annual Electricity Consumption," 137,6",Maximum flow rate, 669,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-R1-M5/M5-C6M-L/AZ ,Annual Electricity Consumption, 127,Maximum flow rate, 717,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-050HPCBE44-ES0C-0A0 ,Annual Electricity Consumption," 1,8",Maximum flow rate, 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-L1-M5/M5-C6M-L/AZ ,Annual Electricity Consumption, 127,Maximum flow rate, 717,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-R1-F7/M5-C6M-L/A ,Annual Electricity Consumption," 137,6",Maximum flow rate, 653,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-070HLCBE44-EE1C-0A0 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 780,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-050HPCBE44-XS0C-0A0 ,Annual Electricity Consumption," 1,8",Maximum flow rate, 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-L1-F7/M5-C6M-L/A ,Annual Electricity Consumption," 137,6",Maximum flow rate, 653,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-050HLCBE44-EE1C-0A0 ,Annual Electricity Consumption," 1,8",Maximum flow rate, 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-050HLCBE44-ES0C-0A0 ,Annual Electricity Consumption," 1,8",Maximum flow rate, 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-050HLCBE44-XS0C-0A0 ,Annual Electricity Consumption," 1,8",Maximum flow rate, 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 DAPHNE FLAT , HRDF1-050HPCBE44-EE1C-0A0 ,Annual Electricity Consumption," 1,8",Maximum flow rate, 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-F-R1-M5/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 698,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Rossato Group - Rossato , ALTAIR RHV 400 ,Annual Electricity Consumption, 422,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR IN VSX 180 ,Annual Electricity Consumption, 244,Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 DAPHNE FLAT , HRDF1-030HLCBE44-EE1C-0A0 ,Annual Electricity Consumption, 2,Maximum flow rate, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 DAPHNE FLAT , HRDF1-030HLCBE44-ES0C-0A0 ,Annual Electricity Consumption, 2,Maximum flow rate, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR HRX 220 ,Annual Electricity Consumption, 420,Maximum flow rate, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR HR 400 ,Annual Electricity Consumption, 317,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR RHVX 400 ,Annual Electricity Consumption, 266,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR IN VS 250 ,Annual Electricity Consumption, 378,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 DAPHNE FLAT , HRDF1-030HLCBE44-XS0C-0A0 ,Annual Electricity Consumption, 2,Maximum flow rate, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 DAPHNE FLAT , HRDF1-030HPCBE44-ES0C-0A0 ,Annual Electricity Consumption, 2,Maximum flow rate, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR HRX 400 ,Annual Electricity Consumption, 291,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR IN VSX 250 ,Annual Electricity Consumption, 239,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR CP 120 ,Annual Electricity Consumption, 380,Maximum flow rate, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR HRX 150 ,Annual Electricity Consumption, 410,Maximum flow rate, 140,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR HRX 600 ,Annual Electricity Consumption, 373,Maximum flow rate, 590,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR IN VS 180 ,Annual Electricity Consumption, 386,Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 DAPHNE FLAT , HRDF1-030HPCBE44-EE1C-0A0 ,Annual Electricity Consumption, 2,Maximum flow rate, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 DAPHNE FLAT , HRDF1-030HPCBE44-XS0C-0A0 ,Annual Electricity Consumption, 2,Maximum flow rate, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Rossato Group - Rossato , ALTAIR HR 600 ,Annual Electricity Consumption, 408,Maximum flow rate, 590,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Rossato Group - Rossato , ALTAIR HR 150 ,Annual Electricity Consumption, 450,Maximum flow rate, 140,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Rossato Group - Rossato , ALTAIR HR 220 ,Annual Electricity Consumption, 460,Maximum flow rate, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Östberg , HERU 95 T EC-y1 ,Annual Electricity Consumption, 249,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Nilan A/S , Comfort 250 Top ,Annual Electricity Consumption, 208,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Nilan A/S , Comfort 350 Top ,Annual Electricity Consumption, 226,Maximum flow rate, 372,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EMMETI , ONE-16 ,Annual Electricity Consumption, 1,Maximum flow rate, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Östberg , HERU 50 LP EC-y1 AR ,Annual Electricity Consumption, 198,Maximum flow rate, 172,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Östberg , HERU 90 LP EC-y1 ARC ,Annual Electricity Consumption, 233,Maximum flow rate, 353,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Östberg , HERU 90 LP EC-y1 ALC ,Annual Electricity Consumption, 233,Maximum flow rate, 353,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Östberg , HERU 50 LP EC-y1 AL ,Annual Electricity Consumption, 198,Maximum flow rate, 172,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Östberg , HERU®70 K EC -y ,Annual Electricity Consumption, 280,Maximum flow rate, 322,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Heliosventilatoren Gmbh + Co KG , KWL 250 W ,Annual Electricity Consumption," 2,8",Maximum flow rate, 252,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Heliosventilatoren GmbH + Co KG , KWL 250 W ET ,Annual Electricity Consumption," 2,6",Maximum flow rate, 252,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EMMETI , ONE-41 ,Annual Electricity Consumption," 0,7",Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EMMETI , ONE-16-S ,Annual Electricity Consumption, 1,Maximum flow rate, 25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EMMETI , ONE-41-S ,Annual Electricity Consumption," 0,6",Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-R-700-H-L1-M5/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 758,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-R1-M5/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 758,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-L1-F7/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 732,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-L1-F7/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 746,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-L1-M5/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 774,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-R1-M5/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 774,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-R1-F7/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 732,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-700-H-R1-F7/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 746,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-300-F-L1-M5/M5-C8-L/A ,Annual Electricity Consumption," 153,5",Maximum flow rate, 303,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-R-300-F-L1-M5/M5-C8-L/AZ ,Annual Electricity Consumption," 148,2",Maximum flow rate, 310,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-R-300-F-L1-F7/M5-C8-L/A ,Annual Electricity Consumption," 169,4",Maximum flow rate, 275,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-R-300-F-L1-F7/M5-C8-L/AZ ,Annual Electricity Consumption," 158,8",Maximum flow rate, 283,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Blauberg , VENTO Expert DUO A30-1 S10 Pro ,Annual Electricity Consumption, 108,Maximum flow rate, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Alnor , HRU-SlimAIR-250-H ,Annual Electricity Consumption, 327,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Mitsubishi Electric , VL-500CZPVU-L-ERT ,Annual Electricity Consumption, 2,Maximum flow rate, 580,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Mitsubishi Electric , VL-500CZPVU-R-ERT ,Annual Electricity Consumption, 2,Maximum flow rate, 580,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 AirSmart , Ictus 250 ,Annual Electricity Consumption, 110,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 AirSmart , Ictus 350 ,Annual Electricity Consumption, 110,Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Systemair , SAVE VTR 300/B L 488827 ,Annual Electricity Consumption, 301,Maximum flow rate, 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , SAVE VTR 300/B R 488826 ,Annual Electricity Consumption, 301,Maximum flow rate, 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair ,  SAVE VTR 300/B R MO 488828 ,Annual Electricity Consumption, 301,Maximum flow rate, 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG100_Einraum ,Annual Electricity Consumption," 2,8",Maximum flow rate, 60,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG100_Decke ,Annual Electricity Consumption," 2,3",Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG100_Mehrraum ,Annual Electricity Consumption, 3,Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AirSmart , Ictus 450 ,Annual Electricity Consumption, 164,Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , SAVE VSR 300 488802 ,Annual Electricity Consumption, 303,Maximum flow rate, 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , SAVE VTR 300/B L MO 488829 ,Annual Electricity Consumption, 301,Maximum flow rate, 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , SAVE VSR 300 MO 488802 ,Annual Electricity Consumption, 303,Maximum flow rate, 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Komfovent , DOMEKT-R-600-H-L1-F7/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 666,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-L1-M5/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 684,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-L1-F7/M5-C6M-L/A ,Annual Electricity Consumption," 137,6",Maximum flow rate, 656,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-R1-F7/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 666,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-R1-F7/M5-C6M-L/A ,Annual Electricity Consumption," 137,6",Maximum flow rate, 656,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-L1-M5/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 673,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-R1-M5/M5-C6M-L/AZ ,Annual Electricity Consumption," 132,3",Maximum flow rate, 684,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Komfovent , DOMEKT-R-600-H-R1-M5/M5-C6M-L/A ,Annual Electricity Consumption," 132,3",Maximum flow rate, 673,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Systemair , SAVE VSR 500 MO 488805 ,Annual Electricity Consumption, 315,Maximum flow rate, 641,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , SAVE VSR 500 488804 ,Annual Electricity Consumption, 315,Maximum flow rate, 641,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
