Type,Title,eclrow15,Content16,eclrow11,Content12,Image
 ARISTON , AURES SF 7 SH EU 3520019 ,Annual fuel consumption, -,Annual electricity consumption , 482,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , AURES S 5.5 SH EU 3520013 ,Annual fuel consumption, -,Annual electricity consumption , 464,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , AURES SM 7 EU 3520030 ,Annual fuel consumption, -,Annual electricity consumption , 482,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , AURES PRO 24 EU 3520041 ,Annual fuel consumption, -,Annual electricity consumption , 481,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Vaillant , VED E 21/8 P ,Annual fuel consumption, -,Annual electricity consumption , 468,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , AURES SM 6 EU 3520032 ,Annual fuel consumption, -,Annual electricity consumption , 464,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Baxi Spa , A7706460 - SAG BLUE 50 ,Annual fuel consumption, -,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Lochinvar Limited , CHL375 GCE ,Annual fuel consumption, 29,Annual electricity consumption , 37 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Lochinvar Limited , CHL550 GCE ,Annual fuel consumption, 51,Annual electricity consumption , 65 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Baxi Spa , A7706462 - SAG BLUE 100 ,Annual fuel consumption, -,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Lochinvar Limited , CHL275 GCE ,Annual fuel consumption, 29,Annual electricity consumption , 36 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ACE.BOIL , ACE.BOIL Excluding mixer ,Annual fuel consumption, -,Annual electricity consumption , 563,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 EQUATION , 851325 ,Annual fuel consumption, -,Annual electricity consumption , 1 408,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EQUATION , 851327 ,Annual fuel consumption, -,Annual electricity consumption , 2 753,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 NO NAME , 961280 ,Annual fuel consumption, -,Annual electricity consumption , 2 768,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EQUATION , 981196 ,Annual fuel consumption, -,Annual electricity consumption , 2 696,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 NO NAME , 961275 ,Annual fuel consumption, -,Annual electricity consumption , 1 410,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EQUATION , 971205 ,Annual fuel consumption, -,Annual electricity consumption , 2 753,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EQUATION , 851326 ,Annual fuel consumption, -,Annual electricity consumption , 2 719,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EQUATION , 851328 ,Annual fuel consumption, -,Annual electricity consumption , 2 696,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Paradigma , Libra Easy 260 LS ,Annual electricity consumption , 1 323,Water heating energy efficiency, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 COSMOGAS , AGUAPLUS 60 ,Annual fuel consumption, 22,Annual electricity consumption , 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 COSMOGAS , AGUADENS 37 ,Annual fuel consumption, 22,Annual electricity consumption , 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Paradigma , Libra Easy 260 HS ,Annual electricity consumption , 1 371,Water heating energy efficiency, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 COSMOGAS , AGUADENS 70T ,Annual fuel consumption, 22,Annual electricity consumption , 42,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 COSMOGAS , AGUADENS 16 ,Annual fuel consumption, 16,Annual electricity consumption , 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 COSMOGAS , AGUADENS 22 ,Annual fuel consumption, 21,Annual electricity consumption , 55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 COSMOGAS , AGUAPLUS 70 ,Annual fuel consumption, 22,Annual electricity consumption , 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 COSMOGAS , AGUADENS 60T ,Annual fuel consumption, 22,Annual electricity consumption , 39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , PRO1 ECO 80 V UK EU 3201492 ,Annual fuel consumption, -,Annual electricity consumption , 1 289,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , PRO1 ECO 100 V UK EU 3201493 ,Annual fuel consumption, -,Annual electricity consumption , 1 284,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , PRO1 ECO 50 V UK EU 3201491 ,Annual fuel consumption, -,Annual electricity consumption , 1 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7736505700 ,Annual fuel consumption, 7,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505702 ,Annual fuel consumption, 12,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505698 ,Annual fuel consumption, 7,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505966 ,Annual fuel consumption, 7,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505701 ,Annual fuel consumption, 12,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505697 ,Annual fuel consumption, 7,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505696 ,Annual fuel consumption, 7,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736505699 ,Annual fuel consumption, 12,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 PRATE , 80L PL ,Annual fuel consumption, -,Annual electricity consumption , 2 719,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , KEOM150PKTP ,Annual fuel consumption, -,Annual electricity consumption , 4 413,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , KEOM150PKTL ,Annual fuel consumption, -,Annual electricity consumption , 4 413,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 1004424D B14 TBRC (TIN: 304854) ,Annual fuel consumption, -,Annual electricity consumption , 2 756,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 504416D B14 TBRC (TIN: 304848) ,Annual fuel consumption, -,Annual electricity consumption , 1 392,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 804416D B14 TBRC (TIN: 304850) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 503816D B14 TBRC (TIN: 304846) ,Annual fuel consumption, -,Annual electricity consumption , 1 388,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 1204424D B14 TBRC (TIN: 304856) ,Annual fuel consumption, -,Annual electricity consumption , 4 336,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1004424D B14 TBR (TIN: 304901) ,Annual fuel consumption, -,Annual electricity consumption , 2 756,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 503816D B14 TBR (TIN: 304905) ,Annual fuel consumption, -,Annual electricity consumption , 1 388,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1204424D B14 TBRC (TIN: 304855) ,Annual fuel consumption, -,Annual electricity consumption , 4 336,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 804424D B14 TBR (TIN: 304900) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1504424D B14 TBRC (TIN: 304857) ,Annual fuel consumption, -,Annual electricity consumption , 4 377,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCH 1004424D B14 TBR (TIN: 304909) ,Annual fuel consumption, -,Annual electricity consumption , 2 699,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 503816D B14 TSR (TIN: 304895) ,Annual fuel consumption, -,Annual electricity consumption , 1 388,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 804424D B14 TSR (TIN: 304893) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 303516D B14 TBR (TIN: 304904) ,Annual fuel consumption, -,Annual electricity consumption , 562,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1204424D B14 TBR (TIN: 304902) ,Annual fuel consumption, -,Annual electricity consumption , 4 336,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 803824D B14 TSR (TIN: 304896) ,Annual fuel consumption, -,Annual electricity consumption , 1 410,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 804424D B14 TSR (TIN: 304897) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 804424D B14 TBRC (TIN: 304851) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 804416D B14 TBRC (TIN: 304852) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 504416D B14 TBRC (TIN: 304847) ,Annual fuel consumption, -,Annual electricity consumption , 1 392,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1504424D B14 TBR (TIN: 304903) ,Annual fuel consumption, -,Annual electricity consumption , 4 377,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 1504424D B14 TBRC (TIN: 304858) ,Annual fuel consumption, -,Annual electricity consumption , 4 377,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCR 804424D B14 TBR (TIN: 304907) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1004424D B14 TSR (TIN: 304894) ,Annual fuel consumption, -,Annual electricity consumption , 2 756,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 1004424D B14 TBRC (TIN: 304853) ,Annual fuel consumption, -,Annual electricity consumption , 2 756,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 303516D B14 TBRC (TIN: 304845) ,Annual fuel consumption, -,Annual electricity consumption , 562,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 803816D B14 TBRC (TIN: 304849) ,Annual fuel consumption, -,Annual electricity consumption , 1 410,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 504416D B14 TBR (TIN: 304899) ,Annual fuel consumption, -,Annual electricity consumption , 1 392,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV 803824D B14 TBR (TIN: 304906) ,Annual fuel consumption, -,Annual electricity consumption , 1 410,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCH 804424D B14 TBR (TIN: 304908) ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , EOMK120SKSM ,Annual fuel consumption, -,Annual electricity consumption , 2 755,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Lamborghini Caloreclima , 100VE/RE ,Annual fuel consumption, -,Annual electricity consumption , 2 803,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , EOMK150SKSM ,Annual fuel consumption, -,Annual electricity consumption , 4 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , EOM200PKSM ,Annual fuel consumption, -,Annual electricity consumption , 3 975,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , EOMK80SKSM ,Annual fuel consumption, -,Annual electricity consumption , 1 421,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , EOMK50SKSM ,Annual fuel consumption, -,Annual electricity consumption , 1 412,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 MORA , EOMK100SKSM ,Annual fuel consumption, -,Annual electricity consumption , 2 738,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Lamborghini Caloreclima , SI ECO F 14 ,Annual fuel consumption, 18,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 TESY , GCH 804424D D06 TS2R (TIN: 303272) ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCVHL 1504416D D06 TRC (TIN: 304935) ,Annual fuel consumption, -,Annual electricity consumption , 4 377,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCVHL 504416D D06 TRC (TIN: 304930) ,Annual fuel consumption, -,Annual electricity consumption , 1 392,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCVHL 1204416D D06 TRC (TIN: 304934) ,Annual fuel consumption, -,Annual electricity consumption , 4 346,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCVHL 804416D D06 TRC (TIN: 304931) ,Annual fuel consumption, -,Annual electricity consumption , 2 748,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCVHL 1004416D D06 TRC (TIN: 304932) ,Annual fuel consumption, -,Annual electricity consumption , 2 756,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Cointra , CPE 7 T ,Annual fuel consumption, -,Annual electricity consumption , 12,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Cointra , CPE 10 T ,Annual fuel consumption, -,Annual electricity consumption , 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Cointra , CPE 12 T ,Annual fuel consumption, -,Annual electricity consumption , 18,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , NEXT EVO X SFT 16 NG UK EU 3632533 ,Annual fuel consumption, 19,Annual electricity consumption , 14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 METRO THERM , 211 ECO 6112111003 ,Annual fuel consumption, -,Annual electricity consumption , 1 246,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 METRO THERM , 206 ECO 6112061003 ,Annual fuel consumption, -,Annual electricity consumption , 1 284,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 METRO THERM , 216 ECO 6112161003 ,Annual fuel consumption, -,Annual electricity consumption , 2 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , CTV 804430 B11 TSR (TIN: 304922) ,Annual fuel consumption, -,Annual electricity consumption , 2 762,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , CTV 1004430 B11 TSR (TIN: 304937) ,Annual fuel consumption, -,Annual electricity consumption , 2 734,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , CTV 503820 B11 TSR (TIN: 304939) ,Annual fuel consumption, -,Annual electricity consumption , 1 402,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , CTV 803830 B11 TSR (TIN: 304936) ,Annual fuel consumption, -,Annual electricity consumption , 1 410,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 METRO THERM , 906 119061004 ,Annual fuel consumption, -,Annual electricity consumption , 557,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 METRO THERM , 906 1855 1119061004 ,Annual fuel consumption, -,Annual electricity consumption , 557,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 METRO THERM , 906 1821 1119061602 ,Annual fuel consumption, -,Annual electricity consumption , 557,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 PRATE , 50L PLH ,Annual fuel consumption, -,Annual electricity consumption , 1 398,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , FV15060 ,Annual fuel consumption, -,Annual electricity consumption , 2 339,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Lamborghini Caloreclima , SI ECO F 11 ,Annual fuel consumption, 6,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
