Type,Title,eclrow,Content,eclrow3,eclrow4,eclrow5,Content6,Image
 Max Blank GmbH , Atlanta BF (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Frisco (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Lissabon II (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Rio S (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Toulon/Toulon II (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Lucca (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Lille Basic (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , London (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Atlanta S (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Toulouse WF (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Niagara (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Stratos S (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Lissabon IV (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Stratos L (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Arezzo (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Atlanta WF (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Lille/Lille IV (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Porto (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Siena (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Solero WF (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Lissabon I (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Oxford (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Max Blank GmbH , Rio WF (ab Seriennummer 4xxxxx) ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , VIDA 68 W DS ,Direct heat output, 7,Indirect heat output, 5,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Morsø Jernstøberi A/S , Morsø 1416-1418-1446-1448 series ,Direct heat output," 4,1",Indirect heat output, -,Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 RIKA Innovative Ofentechnik GmbH , FOX II ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 RIKA Innovative Ofentechnik GmbH , Imposa ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 skantherm GmbH & Co. KG , merano ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 ARKO XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 CLASSIC XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 LIFE XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 LINEA PELLET XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 TILE XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 ICONA XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 RING XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 RONDE XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 STEEL XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 TILE XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 THERMOROSSI S.P.A. , 7000TCOM ,Direct heat output," 12,4",Indirect heat output, -,Energy Efficiency Index, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 EVOCA XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 ICONA XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 IRON XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 RING XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 VISUAL XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 CLASSIC XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 COUNTRY XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 LIFE XW  ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 LUCE XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 NOIR XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 TOP XW  ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 EXPO XW  ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 RONDE XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 TOUR XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 VIDEO XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 EXPO XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 FILO XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 ALPINA XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 COUNTRY XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 NOIR XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 STEEL XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 TOP XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 ARKO XW  ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 IRON XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 LINEA PELLET XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 NEW LINEA XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 TOUR XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 VISUAL XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 DUAL XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 FILO XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 LUCE XW  ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 12 NEW LINEA XW ,Direct heat output," 2,5",Indirect heat output," 9,5",Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 ALPINA XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 DUAL XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 EVOCA XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 15 VIDEO XW ,Direct heat output, 12,Indirect heat output, 3,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Morsø Jernstøberi A/S , Morsø S11 series ,Direct heat output," 4,4",Indirect heat output, -,Energy Efficiency Index, 111,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 FIREPLACE , RÖNKY Sandstein ,Direct heat output," 11,2",Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2L S RLU ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2R 7kW (Bauart A1; 2010) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2R S RLU ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2Rh 7kW (Bauart A1; 2010) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2RRh 7kW (Bauart A1; 2010) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2L 7kW (Bauart A1; 2010) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2Lh 7kW (Bauart A1; 2010) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PIAZZETTA , MC 90/44 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 CAMINETTI MONTEGRAPPA , LX9 ALPINA XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LX9 ARKO XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LX9 VISUAL XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LX9 COUNTRY XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LX9 IRON XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LX9 TOUR XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LX9 CLASSIC XW ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
