Type,Title,eclrow,eclrow1,eclrow2,Content,eclrow4,Image,eclrow5,eclrow7,eclrow8
 Vents , DVUE 300 HB EC ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 187, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 320, m3/h 
 Xpelair , Natural Air180 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 2,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 225, m3/h 
 Mitsubishi Electric , VL-220CZGV-EF ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 3, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 260, m3/h 
 ALPHA INNOTEC , LG 375 ECO ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 263, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 394, m3/h 
 UTEK , REVERSUS 3 BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 390, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 576, m3/h 
 Maico Italia S.p.A. , REC IN LINEA 180 AC - 1RC0312 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 764, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 174, m3/h 
 UTEK , REVERSUS-ENT 3 BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 392, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 576, m3/h 
 UTEK , REVERSUS 2 BP CTR08-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 579, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 454, m3/h 
 Domus Ventilation , CMX-MULTI ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 0,5", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 350, m3/h 
 Systemair , VEF - 1 88685 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 71, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 UTEK , REVERSUS 3 BP CTR08-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 427, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 576, m3/h 
 Maico Italia S.p.A , REC INLINEA 220 AC - 1RC0314 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 708, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 194, m3/h 
 Xpelair , Xplus 2 EC RFH ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 0,4", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 303, m3/h 
 UTEK , REVERSUS 2 BP EVO-PH SV ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 527, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 454, m3/h 
 Vents , 125 MAO1 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 105, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 185, m3/h 
 Vents , 150 MAO1 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 105, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 295, m3/h 
 NIBE , ERS 30-400 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 270, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 480, m3/h 
 NIBE , ERS S10-400 G4/G4 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 318, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 394, m3/h 
 NIBE , ERS S10-400 F7/G4 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 318, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 394, m3/h 
 NIBE , ERS S10-400 F7/G4 + EAH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 318, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 394, m3/h 
 Systemair , KVK Silent 200 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 96, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png,Maximum flow rate, 605, m3/h 
 Nuaire ltd , MRXBOXAB-ECO-LP2-OH ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 1,5", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 281, m3/h 
 Nuaire Ltd , MRXBOXAB-ECO-LP2 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 1,5", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 281, m3/h 
 ELICENT , REC SMART PLUS 100/600 RC - 2RC0900 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 263, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 48, m3/h 
 Systemair , KVK Slim 100 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 151,3", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png,Maximum flow rate, 223, m3/h 
 Vasco DX 4 - Vasco DX 4 , DX 4 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 345, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 400, m3/h 
 Systemair , KVK Slim 125 EC ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 80,1", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 425, m3/h 
 Systemair , KVK Slim 200 EC ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 41,7", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 792, m3/h 
 Systemair , KVK Slim 125 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 150,5", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png,Maximum flow rate, 291, m3/h 
 Titon , HRV1.6 Q+ Eco aura C ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption," 1,9", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png,Maximum flow rate, 359, m3/h 
 Systemair , KVK Slim 160 EC ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 72,2", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 461, m3/h 
 flexit , K2.1 RER W 350W art.nr.700124 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 234, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 320, m3/h 
 Flexit , K2.1 REL W 350W art.nr.700126 ATRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 234, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 234, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 RER RF 350W art.nr.700123 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 0.65 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 315, m3/h 
 Helios Ventilatoren GmbH + Co KG , ALB EC 250 EH  ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 0,5", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 864, m3/h 
 Helios Ventilatoren GmbH + Co KG , ALB EC 200 EH ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 0,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 612, m3/h 
 Flexit , K2.1 RER W 350W art.nr.700124 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 431, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 399, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 338, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 447, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 414, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 399, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 447, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 Flexit , K2.1 REL W350W art.nr.700126 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 414, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 Flexit , K2.1 RER W 350W art.nr.700124 STRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 338, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 350W art.nr.700123 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 338, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 399, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 Flexit , K2.1 REL W 350W art.nr.700126 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 351, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 Flexit , K2.1 RER W 350W art.nr.700124 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 399, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL. 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 431, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 414, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 338, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 Helios Ventilatoren GmbH + Co KG ,  ALB EC 125 EH ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 0,8", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 390, m3/h 
 Flexit , K2.1 REL W 350W Art.nr.700126 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 447, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 Flexit , K2.1 RER RF 350W art.nr.700123 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 431, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 Flexit , K2.1 RER RF 350W art.nr.700123 CTRL 0.95 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 399, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 431, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 338, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 351, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 0.85 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 351, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 320, m3/h 
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 1.0 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption, 431, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 315, m3/h 
 ELICENT , REC Smart PLUS 100/500 TC - 2RC0601 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 263, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 48, m3/h 
 Dantherm A/S , HCV400 E1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 226, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 240, m3/h 
 ELICENT , REC SMART 100/600 - 2RC0150 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 477, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 48, m3/h 
 Systemair , KVK Slim 200 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 97,7", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png,Maximum flow rate, 644, m3/h 
 Systemair , KVK Slim 100 EC ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 67,9", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 264, m3/h 
 ELICENT , REC DUO 100 - 2RC1102 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 145, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 28, m3/h 
 ELICENT , REC DUO 100 MHY - 2RC1202 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 97, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png,Maximum flow rate, 28, m3/h 
 ELICENT , REC SMART 100/400 MHY - 2RC0131 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 263, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 48, m3/h 
 Systemair , KVK Silent 125 ,Typology, Unidirectional Ventilation Unit,Annual Electricity Consumption," 85,6", kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png,Maximum flow rate, 224, m3/h 
