Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 Electrolux , FS65X 949496118 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR65BA 949496128 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR65R 949496131 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 AEG , BEK431011M 949496149 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , EKB100X 949496187 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 SMEG , SF6400TVX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,15"," 0,8"," 4,14"," 2,88"
 SMEG , SF64M3TVX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,15"," 0,8"," 4,14"," 2,88"
 Electrolux , EOB100W 949496185 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ75XEV 949499008 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , EOB2201DOX 949496701 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , FR53S 949496704 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , EKB100W 949496188 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR65X 949496124 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR65S 949496126 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ53N 949496702 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , ROB2201AON 949496709 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , FNC53GX 949496712 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 SMEG , SF64M3VS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,15"," 0,8"," 4,14"," 2,88"
 Electrolux , FQV73XEV 949494007 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , ROB3201AOR 949496121 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FS73XE 949496122 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ73NSEV 949496132 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , EOB100X 949496184 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ751XEV 949499007 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR53G 949496705 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , FQ63BE 949496117 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ53B 949496710 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 SIMFER , B8213 BERSP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,95", -, -
 SIMFER , B8103 AERIM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,84", -, -
 Electrolux , FQ63NE 949496113 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR65G 949496123 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ73BEV 949496125 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , ROB3201AON 949496129 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FR53X 949496707 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , FR53R 949496708 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , FQV741XEV 949494009 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Zanussi , ZOU20301XU 949723700 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Zanussi , ZOU30603XU 949723450 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 De'Longhi , FR-DLM 7 W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,85", -, -
 De'Longhi , FR-PEMX 96 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,97", -, -
 AEG , CIB6643ABM 940002058 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 De'Longhi , FR-DGX 64 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,47", -," 5,29", -
 De'Longhi , FR-SGGX 854 N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,43", -," 5,15", -
 AEG , CCB6644ABM 940002069 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 De'Longhi ,  FR-MEM 965 ACX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,97", -, -
 AEG , CCB6642ABM 940002762 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 De'Longhi , DMX 64 GH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,84", -, -
 De'Longhi , FR-PEMA 965 C ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,96", -, -
 AEG , CIB6642ABM 940002056 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 De'Longhi , FR-PMAN 6 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,84", -, -
 De'Longhi , FR-DLM 6 X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,84", -, -
 De'Longhi , FR-DGX 96 B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,9", -," 6,84", -
 De'Longhi , FR-DGW 96 B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,9", -," 6,84", -
 De'Longhi , FR-DMW 64 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,84", -, -
 De'Longhi , FR-MEM 965 NN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,97", -, -
 AEG , CIB6640ABW 940002067 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 De'Longhi , FR-DEVW 65 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png, -," 0,93", -, -
 De'Longhi , FR-DGVW 96 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 De'Longhi , FR-PGVA 96 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 De'Longhi , FR-DEMK 96 B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 1,27"," 1,01", -, -
 De'Longhi , FR-DEVK 65 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png, -," 0,93", -, -
 De'Longhi , FR-PGVX 96 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 De'Longhi , FR-DGVX 96 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 De'Longhi , FR-GEMMA 96 GV ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 De'Longhi , FR-PRO 96 GVX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 De'Longhi , FR-PGVC 96 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,47"," 2,71"," 8,89"," 9,76"
 HOTPOINT/ARISTON , FA3S 844 P IX HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 Pelgrim , OVP826RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png, 1," 0,69", -, -
 Pelgrim , OVS824RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,82"," 0,62", -, -
 Samsung , NV75N5641RS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 HOTPOINT/ARISTON , FA4S 841 P IX HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 HOTPOINT/ARISTON , H6TMH2AF (W) IT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 INDESIT , I6GMH6AG(W)/U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 INDESIT , I6GMH6AG(W)/U (1) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Proline , PCC 661 WH-F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,87", -, -
 Proline  , PCC 661 WH-F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,87", -, -
 HOTPOINT/ARISTON , H6TMH2AF (W) IT (1) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Pitsos , PE00K00X0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 WHIRLPOOL , W7 OM4 4S1 P BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 KITCHENAID , KOHSP 60602 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Bosch , HLS59G020U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Bompani , BO644ME/N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 INDESIT , I6GMH6AG(X)/U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Bosch , HLL09A021U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 INDESIT , I6GMH6AG(X)/U (1) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Bosch , HLL094020U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Zanussi , ZOD35660XK 944171715 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,79", -, -
 ELEKTRABREGENZ , KBED 14200 X 7757882931 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,99"," 0,69", -, -
 Electrolux , FQ13X 949496050 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,82", -, -, -
 Electrolux , EOB2401AOZ 949496114 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , ROB2101AOK 949496703 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , ROB2101AOW 949496711 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , FQ13B 949496052 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,82", -, -, -
 Electrolux , FQ53X 949496700 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 Electrolux , EOB6401ASX 949494006 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ63XE 949496112 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ73IXEV 949496120 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ531X 949496706 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,8", -, -
 BRANDT , BCV6650T 1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,77"," 0,9", -, -
 Electrolux , FQ13N 949496051 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,82", -, -, -
 HOTPOINT/ARISTON , FIT 801 H AN HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 VALBERG , 958852 MFO 58 C X701T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,83"," 0,75", -, -
 ATLANTIC , ATGC96ELIG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,63", -," 5,87", -
 GRUNDIG , GEKM 25000 B 7786682905 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,77"," 0,56", -, -
 Samsung , NV75N5671RS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 WHIRLPOOL , W7 OM5 4 H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 WHIRLPOOL , AKZM 8481 P NB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 WHIRLPOOL , ACMK 6531/WH/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Bompani , BO647ME/N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 Zelmer , ZH10M30X0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Bompani , BO643ME/N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,88"," 0,81", -, -
 Samsung , NV75N5642BS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 VALBERG , 958851 MFO 58 M K701T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,83"," 0,75", -, -
 De'Longhi , TMX 7 ED ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,75", -, -
 GRAM , 10142.3eEDHbJXSp ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,87", -, -
 Zelmer , ZH10M41X0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 GRAM , 10142.3eEDHbJW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,87", -, -
 Pitsos , PH00K00X0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 Voss , ELI14380RF 947942188 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 AEG , CIB6671APM 947942205 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 Voss , ELK14380HV 947942192 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 Electrolux , EKI6679AOW 947941216 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 HOTPOINT/ARISTON , FIT 804 H AN HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 Husqvarna , QSIP6161X 947942191 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 Voss , ELI14380HV 947942187 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 Voss , ELK14381HV 947942193 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 INDESIT , I6V6C1A(X)/FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 INDESIT , I6V6C1A(X)/FR (1) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Electrolux , EKI6359EOW 947941208 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 Electrolux , EKI6559AOW 947941217 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 Voss , ELI14340HV 947942185 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 AEG , CIB6660ACW 947942206 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 Electrolux , EKI6679AOW 947941215 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 Husqvarna , QSIP6161W 947942190 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,76", -, -
 Electrolux , EKI6559AOW 947941218 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,82", -, -
 Electrolux , EOB5454TAX 949499002 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Gorenje , CSO759UX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,96"," 0,7", -, -
 Gorenje , BOPE669IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,66", -, -
 AEG , BEK435111M 949496101 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Zanussi , ZOB25801XU 949496110 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Electrolux , EOB5454TOX 949499001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Zanussi , ZOB22601BU 949496109 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Gorenje , BOPE659IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,66", -, -
 Zanussi , ZOB22601XU 949496107 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Gorenje , BCS8747AX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,96"," 0,7", -, -
 AEG , BEE435111M 949496100 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Zanussi , ZOB35632XU 949496105 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Zanussi , ZOB25602XU 949496106 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Zanussi , ZOB22601WU 949496108 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Pitsos , PE20M40W0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Pitsos , PHN139150 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Electrolux , FQ93NEV 949496130 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , EOB5440BAX 949496119 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , FQ93NSEV 949496133 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 INDESIT , I6V6C1A.H(W)/FR (1) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 INDESIT , I6V6C1A.H(W)/FR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,77", -, -
 Upo , EC135 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,82", -, -, -
 Zanussi , ZOB12401XU 949496000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,84", -, -, -
 DAVOLINE , VC/MF 801 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 HOTPOINT/ARISTON , FIT 834 AN HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 BUSH , BIDIOS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,83", -, -
 HOTPOINT/ARISTON , FIT 834 AV HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 HOTPOINT/ARISTON , FA4S 844 P IX HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,89"," 0,69", -, -
 WHIRLPOOL , OAKZ9 242 P IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 SHARP , KS-70S50ASS-EE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,83", -, -
 Bompani , BO246WA/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,84", -, -
 Siemens , HL9S7W540 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,77", -, -
 Beko , BUC22021X 7751782905 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 Electrolux , EKC64900OW 943005083 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,84"," 0,74", -, -
 Siemens , HB153FES0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Bompani , BO247WH/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,84", -, -
 Electrolux , EKK64982OW 943005087 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,84"," 0,75", -, -
 AEG , BSK575221M 949494252 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Faure , FOP27901WU 949498006 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
