,Type,Brand,Model,Type_consumption,Consumption,Label,Other
6220,Oven, BLG , RVK0JEA1D0DDK ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6221,Oven, BLG , RVK0JEA1N0DDK ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6222,Oven, BLG , MHF06EA6D8DDK ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6223,Oven, BERTAZZONI , AYH0JWUAW4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6224,Oven, BLG , RV0JJWM1NE.NG ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6225,Oven, BLG , M6806FP6P4DD6 ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6226,Oven, BERTAZZONI , AB0JJEAALE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6227,Oven, BERTAZZONI , AF0JJXUASE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6228,Oven, BERTAZZONI , AF0JJXUAWE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6229,Oven, BERTAZZONI , AFP0JXUAR4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6230,Oven, BERTAZZONI , AH0QJKUALE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6231,Oven, BERTAZZONI , AX0JJEHANE.IZ ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6232,Oven, BERTAZZONI , AY0JJEAALE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6233,Oven, BLG , M6806VA6N4DKG ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6234,Oven, BERTAZZONI , AH0QJKUANE.NK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6235,Oven, BERTAZZONI , AFP0JEAAD4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6236,Oven, BERTAZZONI , AA0JJEAALE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6237,Oven, BERTAZZONI , AFP0JEAAL4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6238,Oven, BERTAZZONI , AYK0JGAAL0DIZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6239,Oven, BERTAZZONI , AFP0JXUAN4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6240,Oven, BERTAZZONI , AF0JJEAAXE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6241,Oven, BERTAZZONI , AA0JJEAANE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6242,Oven, BERTAZZONI , AA0JJEAAXE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6243,Oven, BERTAZZONI , AB0JJEAAXE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6244,Oven, BERTAZZONI , AY0JJEAANE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6245,Oven, BERTAZZONI , AY0JJGHANE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6246,Oven, BERTAZZONI , AY0JJEAAXE.KB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6247,Oven, BERTAZZONI , ABP0JXUAR7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6248,Oven, BERTAZZONI , AJKKJEVAN4DKN ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6249,Oven, BERTAZZONI , AHS0JEAAN4D00 ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6250,Oven, BLG , MP424BA6W4D02 ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6251,Oven, BLG , M6405TA6W0DMD ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6252,Oven, BLG , RV10JVP1W4D02 ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6253,Oven, BLG , M6405TA6L4D02 ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6254,Oven, BLG , MG10EBB6L4A02 ,kWh/ciclo,1.79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,73
