,Type,Brand,Model,Type_consumption,Consumption,Label,Other
1421,Range hoods, Faber , 325.0652.937 P2185                                                                                                                                                                                       ,Consumo anual de energía,38.4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1422,Range hoods, Sam Cook , PSC-OT-1050 ,Consumo anual de energía,63.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1423,Range hoods, Electrolux , CFG516R 942022595 ,Consumo anual de energía,96.1,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1424,Range hoods, Gaggenau , CV492100 ,Consumo anual de energía,56.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1425,Range hoods, ELBA , ECH 9076 XTP ,Consumo anual de energía,115.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1426,Range hoods, HOTPOINT/ARISTON , HAH 65 F LB X/1 ,Consumo anual de energía,68.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,
1427,Range hoods, AMICA , OKC9552S ,Consumo anual de energía,34.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1428,Range hoods, GRAM , EFS 8660-92 ,Consumo anual de energía,24.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1429,Range hoods, Electrum , TSH912L-BL ,Consumo anual de energía,67.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1430,Range hoods, Electrum , TSH611L-BL ,Consumo anual de energía,67.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1431,Range hoods, Gurari , GCH B 117 BL PRIME ,Consumo anual de energía,47.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1432,Range hoods, Gurari , GCH D 268 BL 9 PRIME ,Consumo anual de energía,49.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1433,Range hoods, Gurari , GCH E 217 WH 52 PRIME ,Consumo anual de energía,48.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1434,Range hoods, Gurari , GCH D 267 BL 6 PRIME ,Consumo anual de energía,47.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1435,Range hoods, Gurari , GCH D 286 BL 9 PRIME ,Consumo anual de energía,49.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1436,Range hoods, Gurari , GCH F 462 IS 6 PRIME ,Consumo anual de energía,48.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1437,Range hoods, Gurari , GCH D 268 WH 6 PRIME ,Consumo anual de energía,49.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
